           3           2          15           2          12           2
           1           1           4           2           2           2
           6           3          16           1          15           1
           1           2           1           2           3           2
           4           4          19           2          16           2
           1           3           2           2           4           2
           7           1          12           1          19           1
           1           4           3           2           1           2
           3           6           6           1          13           2
           2           5          11           2           6           2
           3           7          12           2           5           1
           2           6           5           2           7           2
           7           8          19           1          12           1
           2           7           6           2           8           2
           4           9           9           1          19           2
           2           8           7           2           9           2
           4          10          10           1           8           1
           2           9           8           2          10           2
           4          11          18           2           9           1
           2          10           9           2          11           2
           8           5          13           1          18           1
           2          11          10           2           5           2
           7           7           7           1           4           1
           3           1           1           1           6           1
           8          12          20           1          11           1
           3           5           5           1          14           2
           5          13          21           2          20           2
           3          12          13           2          15           2
           6           2           2           1          21           1
           3          13          14           2           1           1
           6          14          21           1           2           1
           4           3           3           1          17           2
           5          15          20           2          21           2
           4          14          16           2          18           2
           8          11          11           1          20           1
           4          15          17           2          10           1
           7           4           4           1           7           1
           4           8           8           1           3           1
           8          15          18           1          13           1
           5          12          14           1          17           1
           6          13          15           1          16           1
           5          14          17           1          14           1
