           6
           4
          15          20
           3           1
          19           1
          10           1
           9           1
          26           1
           2
          15          17
           1           2
          20           2
          21           2
           1
          15          20
           2           3
          27           2
           4
          17          18
           1           4
          22           2
          14           2
          15           2
          23           2
           1
          17          18
           4           2
          28           1
           2
          18          20
           1           2
          24           2
          25           2
