           1           1           3           2           2           1
           3           2          50           2          49           1
           1           2           1           1           3           2
           4           3          51           2          50           1
           5           1          49           2          51           1
           1           3           2           1           1           1
           1           4           6           2           5           2
           8           5          54           2          53           1
           7           6          52           2          54           1
           1           5           4           1           6           2
           6           4          53           2          52           1
           1           6           5           2           4           1
           9           8          56           2          55           1
           1           7           9           2           8           1
           1           8           7           2           9           2
          11           9          57           2          56           1
          10           7          55           2          57           1
           1           9           8           1           7           2
          12          11          59           2          58           1
           1          10          12           2          11           1
           1          11          10           2          12           2
          14          12          60           2          59           1
          13          10          58           2          60           1
           1          12          11           1          10           2
          15          14          62           2          61           1
           1          13          15           2          14           1
           1          14          13           2          15           2
          17          15          63           2          62           1
          16          13          61           2          63           1
           1          15          14           1          13           2
           1          16          18           2          17           2
          20          17          66           2          65           1
          19          18          64           2          66           1
           1          17          16           1          18           2
          18          16          65           2          64           1
           1          18          17           2          16           1
           1          19          21           2          20           2
          23          20          69           2          68           1
          22          21          67           2          69           1
           1          20          19           1          21           2
          21          19          68           2          67           1
           1          21          20           2          19           1
          24          23          71           2          70           1
           1          22          24           2          23           1
           1          23          22           2          24           2
          26          24          72           2          71           1
          25          22          70           2          72           1
           1          24          23           1          22           2
           3          26          49           1          50           2
           2          25          27           2          26           1
           2          26          25           2          27           2
           5          27          51           1          49           2
           4          25          50           1          51           2
           2          27          26           1          25           2
           8          29          53           1          54           2
           2          28          30           1          29           1
           2          29          28           2          30           1
           6          30          52           1          53           2
           2          30          29           1          28           2
           7          28          54           1          52           2
          11          32          56           1          57           2
           2          31          33           1          32           1
           2          32          31           2          33           1
           9          33          55           1          56           2
           2          33          32           1          31           2
          10          31          57           1          55           2
          14          35          59           1          60           2
           2          34          36           1          35           1
           2          35          34           2          36           1
          12          36          58           1          59           2
           2          36          35           1          34           2
          13          34          60           1          58           2
           2          37          39           2          38           1
          15          38          61           1          62           2
           2          38          37           1          39           2
          16          39          63           1          61           2
          17          37          62           1          63           2
           2          39          38           1          37           1
          20          41          65           1          66           2
           2          40          42           1          41           1
           2          41          40           2          42           1
          18          42          64           1          65           2
           2          42          41           1          40           2
          19          40          66           1          64           2
          23          44          68           1          69           2
           2          43          45           1          44           1
           2          44          43           2          45           1
          21          45          67           1          68           2
           2          45          44           1          43           2
          22          43          69           1          67           2
          26          47          71           1          72           2
           2          46          48           1          47           1
           2          47          46           2          48           1
          24          48          70           1          71           2
           2          48          47           1          46           2
          25          46          72           1          70           2
           3           1           1           2          25           1
           5          26          26           2           3           1
           4           2           2           2          27           1
           3          25          25           1           1           2
           5           3           3           1          26           2
           4          27          27           1           2           2
           6           6           6           1          29           2
           7          30          30           2           5           1
           8           4           4           2          28           1
           6          29          29           2           6           1
           7           5           5           1          30           2
           8          28          28           1           4           2
           9           7           7           1          32           2
          10          33          33           2           9           1
          11           8           8           2          31           1
           9          32          32           2           7           1
          10           9           9           1          33           2
          11          31          31           1           8           2
          12          10          10           1          35           2
          13          36          36           2          12           1
          14          11          11           2          34           1
          12          35          35           2          10           1
          13          12          12           1          36           2
          14          34          34           1          11           2
          15          13          13           1          37           2
          16          38          38           2          15           1
          17          14          14           2          39           1
          15          37          37           2          13           1
          16          15          15           1          38           2
          17          39          39           1          14           2
          18          18          18           1          41           2
          19          42          42           2          17           1
          20          16          16           2          40           1
          18          41          41           2          18           1
          19          17          17           1          42           2
          20          40          40           1          16           2
          21          21          21           1          44           2
          22          45          45           2          20           1
          23          19          19           2          43           1
          21          44          44           2          21           1
          22          20          20           1          45           2
          23          43          43           1          19           2
          24          22          22           1          47           2
          25          48          48           2          24           1
          26          23          23           2          46           1
          24          47          47           2          22           1
          25          24          24           1          48           2
          26          46          46           1          23           2
