          16
           3
           0           0
           1           3
           1           1
           2           1
           3           2
           3
           0           0
           1           4
           4           1
           5           2
           6           2
           3
           0           0
           5           1
           7           1
           9           1
           8           2
           3
           0           0
           6           1
          10           1
          12           1
          11           2
           3
           0           0
           7           1
          13           1
          15           1
          14           2
           3
           0           0
           1           8
          16           1
          17           2
          18           2
           3
           0           0
           1           9
          19           1
          20           2
          21           2
           3
           0           0
          10           1
          22           1
          24           1
          23           2
           3
           0           0
           3           2
          25           1
          27           1
          26           2
           3
           0           0
           4           2
          28           1
          30           2
          29           2
           3
           0           0
           5           2
          31           1
          33           2
          32           2
           3
           0           0
           6           2
          34           1
          36           2
          35           2
           3
           0           0
           2           7
          37           1
          38           1
          39           2
           3
           0           0
           8           2
          40           1
          42           2
          41           2
           3
           0           0
           9           2
          43           1
          45           2
          44           2
           3
           0           0
          10           2
          46           1
          48           2
          47           2
