   1768167.4683167003        369036.74794672785        384770.27548555878        369036.74794672785        1689746.7964332211       -297488.69681003829        384770.27548555878       -297488.69681003829        1741406.7396770404     
   1204458.6106749545        48251.192297657777       -71315.686803128192        48251.192297657777        1143372.3072536828        21051.006739836936       -71315.686803128192        21051.006739836936        1171504.8106831817     
   1285061.4073893100        9460.1257263106781        105139.55402802996        9460.1257263106781        1301183.0712933820       -87622.387575017303        105139.55402802996       -87622.387575017303        1161103.9593565450     
   1423187.8879540726        275343.82684363908        27056.844594744100        275343.82684363908        1545933.7888996024        133688.85465872142        27056.844594744100        133688.85465872142        1288151.1789644125     
   1182905.0897949194        58432.291490160947        74948.089673497889        58432.291490160947        1266625.3800248029        29866.944888530466        74948.089673497889        29866.944888530466        1134521.2562455276     
   1150129.0858668040        73975.619004252672        11907.233214169790        73975.619004252672        1133754.4512333514       -26448.366254644017        11907.233214169790       -26448.366254644017        1029885.4617733035     
   1024335.9957530353        125250.62369100940        96306.841341001520        125250.62369100940        1101440.9180139333        34368.529527551196        96306.841341001520        34368.529527551196        876491.23649198341     
   1049061.5610184639       -35367.370404743146        129023.58435478885       -35367.370404743146        1115001.3548239414       -25221.834292366453        129023.58435478885       -25221.834292366453        901410.68109121849     
   1548420.9559883699        629095.18150405528       -14659.304547434062        629095.18150405528        1683470.1144182398        290786.24142400298       -14659.304547434062        290786.24142400298        1451087.9848235403     
   1268307.6527119740       -29370.312464806215        106848.02273072518       -29370.312464806215        1335982.9369932057        22813.645918772090        106848.02273072518        22813.645918772090        1194298.1189039780     
   1219777.7869299599        203883.08208960915        6982.1282624205560        203883.08208960915        1248055.2038053481        85467.779673678000        6982.1282624205560        85467.779673678000        1185598.4108666761     
   981846.26039758883        45147.640529126940        59690.184151348112        45147.640529126940        1018608.8228789538        36930.420923020058        59690.184151348112        36930.420923020058        917031.42080779816     
   726386.33440135943       -47098.071478067854        69996.782966502957       -47098.071478067854        759639.99272738607        29582.501184973906        69996.782966502957        29582.501184973906        683516.60267574480     
   849191.27576295356        54043.748901871368        95966.655193502316        54043.748901871368        905610.37763229071        95686.958088641666        95966.655193502316        95686.958088641666        813597.17846673832     
   999796.51207971806        31267.412444004502        37909.772908057043        31267.412444004502        1015847.2670427640        28601.375287449511        37909.772908057043        28601.375287449511        940130.62016742257     
   922626.45599676366       -6012.9873898953301        34989.010603185649       -6012.9873898953301        935722.84500070929        39243.468062117558        34989.010603185649        39243.468062117558        964106.55143957143     
   1100110.9668104588        26000.790634861551        67797.723547082162        26000.790634861551        1118362.2511953779        69404.060719881702        67797.723547082162        69404.060719881702        1104810.3071219758     
   1667384.8619558220       -27807.155108701343       -33269.816964750731       -27807.155108701343        1664620.1072728164       -34689.277151773422       -33269.816964750731       -34689.277151773422        1553470.7096926603     
   2296761.5057466989        812716.47044236609       -115612.28537402238        812716.47044236609        2192355.4084872007       -38233.798526997271       -115612.28537402238       -38233.798526997271        2695420.9857931319     
   1718394.8209597361        69924.105909347389       -105226.36171480942        69924.105909347389        1711370.4579451378       -106619.33668461772       -105226.36171480942       -106619.33668461772        1769541.2629310328     
   1114040.9057225490        12158.371646933712       -138901.08541625168        12158.371646933712        1118466.6267448259       -137177.19322898315       -138901.08541625168       -137177.19322898315        1184337.0864131991     
   982350.52069879789        23225.012515597504       -129038.01755932502        23225.012515597504        992803.64613354532       -129416.63613073598       -129038.01755932502       -129416.63613073598        1046841.9138936980     
   1032930.7751702198        135476.47429881443       -105975.66159064462        135476.47429881443        1053871.8162248759       -137531.25088958131       -105975.66159064462       -137531.25088958131        1210841.9830323923     
   902595.62279627740        3483.8802378264445       -33864.381987967950        3483.8802378264445        912349.31887217646       -41356.257387292142       -33864.381987967950       -41356.257387292142        939390.34014740994     
   815282.67454131250        7434.9916619440291       -33392.469935362278        7434.9916619440291        830911.39722079365       -32667.474961482378       -33392.469935362278       -32667.474961482378        807528.87878201064     
