-0.569999999776483E+00  0.498858273108698E+00 -0.491992386386728E+00 
-0.569999999776483E+00 -0.473415757210750E+00 -0.496543801648566E+00 
-0.569999999776483E+00 -0.442983124146971E+00 -0.494839670616348E+00 
-0.569999999776483E+00 -0.414230685661673E+00 -0.492960340616006E+00 
-0.569999999776483E+00 -0.380447911872171E+00 -0.492168450287922E+00 
-0.569999999776483E+00 -0.352378658859555E+00 -0.498999693005062E+00 
-0.569999999776483E+00 -0.326549400382732E+00 -0.497167707446215E+00 
-0.569999999776483E+00 -0.296579044200090E+00 -0.496071321729840E+00 
-0.569999999776483E+00 -0.266287299709652E+00 -0.495875273268377E+00 
-0.569999999776483E+00 -0.236190861312603E+00 -0.495838034952433E+00 
-0.569999999776483E+00 -0.206155309880391E+00 -0.495795164807873E+00 
-0.569999999776483E+00 -0.176131170653556E+00 -0.495732852570188E+00 
-0.569999999776483E+00 -0.146106689441851E+00 -0.495643171545834E+00 
-0.569999999776483E+00 -0.116091200776631E+00 -0.495542529334893E+00 
-0.569999999776483E+00 -0.862042215730986E-01 -0.495470339319310E+00 
-0.569999999776483E+00 -0.567582336072979E-01 -0.495196928756854E+00 
-0.569999999776483E+00 -0.273401415744074E-01 -0.493481500110945E+00 
-0.569999999776483E+00  0.577636576824195E-02 -0.490098941388103E+00 
-0.569999999776483E+00  0.388077418386861E-01 -0.493422796491593E+00 
-0.569999999776483E+00  0.681625818867675E-01 -0.495116833500158E+00 
-0.569999999776483E+00  0.975371682542130E-01 -0.495323558503406E+00 
-0.569999999776483E+00  0.127404050006106E+00 -0.495317695745540E+00 
-0.569999999776483E+00  0.157418848893857E+00 -0.495374187495587E+00 
-0.569999999776483E+00  0.187426550964452E+00 -0.495427998111603E+00 
-0.569999999776483E+00  0.217418758270974E+00 -0.495447628867708E+00 
-0.569999999776483E+00  0.247405515565694E+00 -0.495440574130257E+00 
-0.569999999776483E+00  0.277391508804873E+00 -0.495419529137488E+00 
-0.569999999776483E+00  0.307374493489083E+00 -0.495394152178838E+00 
-0.569999999776483E+00  0.337346828534745E+00 -0.495353710384324E+00 
-0.569999999776483E+00  0.367426581095923E+00 -0.495233033236627E+00 
-0.569999999776483E+00  0.398181714998636E+00 -0.495242901410132E+00 
-0.569999999776483E+00  0.430127141724394E+00 -0.499529613152464E+00 
-0.569999999776483E+00  0.461877207838579E+00 -0.498974263210510E+00 
-0.569999999776483E+00  0.484440919866817E+00 -0.495779613273498E+00 
-0.569999999776483E+00 -0.491881884365271E+00 -0.499181127518743E+00 
-0.569999999776483E+00 -0.496542474530095E+00  0.473415445347149E+00 
-0.569999999776483E+00 -0.494838754949130E+00  0.442982842202943E+00 
-0.569999999776483E+00 -0.492959818972414E+00  0.414230345560582E+00 
-0.569999999776483E+00 -0.492168172466168E+00  0.380447648893427E+00 
-0.569999999776483E+00 -0.498999595143324E+00  0.352378537673170E+00 
-0.569999999776483E+00 -0.497167620894854E+00  0.326549253780058E+00 
-0.569999999776483E+00 -0.496071129788587E+00  0.296578663635987E+00 
-0.569999999776483E+00 -0.495874799223834E+00  0.266286133961127E+00 
-0.569999999776483E+00 -0.495837481545762E+00  0.236187951871503E+00 
-0.569999999776483E+00 -0.495796296755995E+00  0.206150539759730E+00 
-0.569999999776483E+00 -0.495738470545318E+00  0.176129443270796E+00 
-0.569999999776483E+00 -0.495643881636182E+00  0.146122383233235E+00 
-0.569999999776483E+00 -0.495467917189697E+00  0.116127946424731E+00 
-0.569999999776483E+00 -0.495139943976276E+00  0.860990872709129E-01 
-0.569999999776483E+00 -0.494677829810528E+00  0.558167495156489E-01 
-0.569999999776483E+00 -0.494677393703167E+00  0.255918211559894E-01 
-0.569999999776483E+00 -0.494640076316105E+00 -0.349497894200580E-02 
-0.569999999776483E+00 -0.491231723444504E+00 -0.347075022747335E-01 
-0.569999999776483E+00 -0.493153044744384E+00 -0.661420527180940E-01 
-0.569999999776483E+00 -0.491078357606799E+00 -0.971877119245882E-01 
-0.569999999776483E+00 -0.492925023056848E+00 -0.127552151232030E+00 
-0.569999999776483E+00 -0.490959173672862E+00 -0.158855865910768E+00 
-0.569999999776483E+00 -0.493177693455772E+00 -0.189435161738353E+00 
-0.569999999776483E+00 -0.494254602528098E+00 -0.218379049629586E+00 
-0.569999999776483E+00 -0.494363619811325E+00 -0.247307325637789E+00 
-0.569999999776483E+00 -0.493484974451718E+00 -0.276293622364871E+00 
-0.569999999776483E+00 -0.490764453879051E+00 -0.308173614301839E+00 
-0.569999999776483E+00 -0.492803603451850E+00 -0.339096749852051E+00 
-0.569999999776483E+00 -0.493323911438688E+00 -0.368573546849679E+00 
-0.569999999776483E+00 -0.493143493095712E+00 -0.399551505292054E+00 
-0.569999999776483E+00 -0.498765357658124E+00 -0.431178115530844E+00 
-0.569999999776483E+00 -0.498419491027326E+00 -0.462471650278669E+00 
-0.569999999776483E+00 -0.495545155316763E+00 -0.484863726423334E+00 
-0.569999999776483E+00 -0.499180012337693E+00  0.491881280591518E+00 
-0.569999999776483E+00  0.473415399481461E+00  0.496543790452978E+00 
-0.569999999776483E+00  0.442983020855841E+00  0.494839609694537E+00 
-0.569999999776483E+00  0.414230635467157E+00  0.492960277151552E+00 
-0.569999999776483E+00  0.380447932093564E+00  0.492168414321592E+00 
-0.569999999776483E+00  0.352378692465730E+00  0.498999666015940E+00 
-0.569999999776483E+00  0.326549486601042E+00  0.497167741387581E+00 
-0.569999999776483E+00  0.296579158105716E+00  0.496071544249552E+00 
-0.569999999776483E+00  0.266287218703092E+00  0.495876220902332E+00 
-0.569999999776483E+00  0.236190542854596E+00  0.495841559956747E+00 
-0.569999999776483E+00  0.206156948707408E+00  0.495805166905049E+00 
-0.569999999776483E+00  0.176142755626426E+00  0.495751558588516E+00 
-0.569999999776483E+00  0.146139211086598E+00  0.495656837404250E+00 
-0.569999999776483E+00  0.116129166399000E+00  0.495507277939104E+00 
-0.569999999776483E+00  0.861202283301838E-01  0.495378554962555E+00 
-0.569999999776483E+00  0.564207988656535E-01  0.495429401916593E+00 
-0.569999999776483E+00  0.277716047039010E-01  0.495034509322647E+00 
-0.569999999776483E+00 -0.188849230383087E-02  0.491245775854408E+00 
-0.569999999776483E+00 -0.359257071108289E-01  0.489877676526258E+00 
-0.569999999776483E+00 -0.665049469768216E-01  0.492653752336641E+00 
-0.569999999776483E+00 -0.974773152200846E-01  0.490810430605197E+00 
-0.569999999776483E+00 -0.127674473624680E+00  0.492850617716247E+00 
-0.569999999776483E+00 -0.158925414669080E+00  0.490920833765397E+00 
-0.569999999776483E+00 -0.189440429730650E+00  0.493166141702090E+00 
-0.569999999776483E+00 -0.218377619607631E+00  0.494246250084967E+00 
-0.569999999776483E+00 -0.247306351751538E+00  0.494359833268126E+00 
-0.569999999776483E+00 -0.276293166786231E+00  0.493483948904983E+00 
-0.569999999776483E+00 -0.308173360956614E+00  0.490764069204972E+00 
-0.569999999776483E+00 -0.339096656964618E+00  0.492803547319760E+00 
-0.569999999776483E+00 -0.368573473843547E+00  0.493323846946165E+00 
-0.569999999776483E+00 -0.399551396489479E+00  0.493143371828513E+00 
-0.569999999776483E+00 -0.431177987074540E+00  0.498765094252085E+00 
-0.569999999776483E+00 -0.462471261468831E+00  0.498419078986694E+00 
-0.569999999776483E+00 -0.484862911707109E+00  0.495544593798980E+00 
-0.569999999776483E+00  0.491881358519294E+00  0.499181026548336E+00 
-0.569999999776483E+00  0.495450049722722E+00 -0.473759468562339E+00 
-0.569999999776483E+00  0.492135888196374E+00 -0.440723742561173E+00 
-0.569999999776483E+00  0.496107989266498E+00 -0.413631752543435E+00 
-0.569999999776483E+00  0.490197444838059E+00 -0.384129885061978E+00 
-0.569999999776483E+00  0.497165924108188E+00 -0.354070861976553E+00 
-0.569999999776483E+00  0.493778124128232E+00 -0.328804305317118E+00 
-0.569999999776483E+00  0.487772396814795E+00 -0.295216488700079E+00 
-0.569999999776483E+00  0.494834386337917E+00 -0.264233548134090E+00 
-0.569999999776483E+00  0.489549823324026E+00 -0.233647154511785E+00 
-0.569999999776483E+00  0.497090847798847E+00 -0.203637253296945E+00 
-0.569999999776483E+00  0.494600513151979E+00 -0.178157858073349E+00 
-0.569999999776483E+00  0.491193137435090E+00 -0.147649635922112E+00 
-0.569999999776483E+00  0.492314442164619E+00 -0.116348192654526E+00 
-0.569999999776483E+00  0.488546362050886E+00 -0.826242503581525E-01 
-0.569999999776483E+00  0.496440380449500E+00 -0.531315072320232E-01 
-0.569999999776483E+00  0.492761007842594E+00 -0.250403001099994E-01 
-0.569999999776483E+00  0.494725721392332E+00  0.578626021536635E-02 
-0.569999999776483E+00  0.492558692101991E+00  0.360061617936766E-01 
-0.569999999776483E+00  0.494009172708837E+00  0.662245605723235E-01 
-0.569999999776483E+00  0.491499785100097E+00  0.970062478831094E-01 
-0.569999999776483E+00  0.493025093835668E+00  0.127404872739233E+00 
-0.569999999776483E+00  0.490945907038295E+00  0.158736510349240E+00 
-0.569999999776483E+00  0.493145035494273E+00  0.189395134368158E+00 
-0.569999999776483E+00  0.494231319628962E+00  0.218364595271233E+00 
-0.569999999776483E+00  0.494345089813189E+00  0.247303164779842E+00 
-0.569999999776483E+00  0.493470378794025E+00  0.276294482341154E+00 
-0.569999999776483E+00  0.490752926299590E+00  0.308176932334725E+00 
-0.569999999776483E+00  0.492797481923709E+00  0.339100606085684E+00 
-0.569999999776483E+00  0.493322132019821E+00  0.368576256592542E+00 
-0.569999999776483E+00  0.493143892494352E+00  0.399552211361033E+00 
-0.569999999776483E+00  0.498765245852506E+00  0.431177722557861E+00 
-0.569999999776483E+00  0.498418125928875E+00  0.462471194280555E+00 
-0.569999999776483E+00  0.495544169977798E+00  0.484863709560402E+00 
-0.569999999776483E+00  0.278204324177444E+00  0.389797031973837E-02 
-0.569999999776483E+00 -0.283125883790113E+00  0.230590453973643E-01 
-0.569999999776483E+00 -0.259694969735125E+00  0.295383691210572E-02 
-0.569999999776483E+00  0.302536414026390E+00  0.217188393945901E-01 
-0.569999999776483E+00  0.301144269773279E+00 -0.500295951928483E-03 
-0.569999999776483E+00  0.248976034787247E+00  0.504073965376785E-01 
-0.569999999776483E+00  0.276495810772040E+00  0.344004912531685E-01 
-0.569999999776483E+00  0.249488520741589E+00  0.165681372426670E-01 
-0.569999999776483E+00  0.255456534635273E+00 -0.206743625417375E-01 
-0.569999999776483E+00  0.246539638335969E+00 -0.508118213912346E-01 
-0.569999999776483E+00 -0.254547432293251E+00  0.367809868341269E-01 
-0.569999999776483E+00 -0.228779397512257E+00  0.160432184135252E-01 
-0.569999999776483E+00 -0.308022665899174E+00  0.147398725862788E-01 
-0.569999999776483E+00 -0.293300642668267E+00 -0.969205851756240E-02 
-0.569999999776483E+00  0.471500976756495E+00 -0.481396158515524E+00 
-0.569999999776483E+00 -0.233883656221813E+00 -0.175110261390493E-01 
-0.569999999776483E+00 -0.264599106741250E+00 -0.298076283145429E-01 
-0.569999999776483E+00 -0.237912866687597E+00 -0.500404297103229E-01 
-0.569999999776483E+00  0.330759345130497E+00  0.114452431300116E+00 
-0.569999999776483E+00  0.329513402009945E+00  0.892994982977664E-01 
-0.569999999776483E+00  0.306810298526291E+00  0.102939201836416E+00 
-0.569999999776483E+00  0.328393978835723E+00  0.623780831862913E-01 
-0.569999999776483E+00  0.304172106641292E+00  0.770265319211574E-01 
-0.569999999776483E+00  0.279823302776031E+00  0.945479903136918E-01 
-0.569999999776483E+00  0.327926856367141E+00  0.336911021791197E-01 
-0.569999999776483E+00  0.302926178982363E+00  0.491067480537858E-01 
-0.569999999776483E+00  0.277186698512515E+00  0.648064739998974E-01 
-0.569999999776483E+00  0.448372731755210E+00 -0.479357895018775E+00 
-0.569999999776483E+00  0.467741735737345E+00 -0.460633413996758E+00 
-0.569999999776483E+00  0.250581145755319E+00  0.837087152496325E-01 
-0.569999999776483E+00  0.116877070919791E+00 -0.619529373871045E-02 
-0.569999999776483E+00  0.110147011166477E+00  0.304854780138517E-01 
-0.569999999776483E+00  0.872838817151720E-01  0.109175078401261E-01 
-0.569999999776483E+00  0.551277543048539E-01  0.100575775219659E-01 
-0.569999999776483E+00  0.333610983882091E+00 -0.727613105862470E-01 
-0.569999999776483E+00  0.309927207888704E+00 -0.864115611495396E-01 
-0.569999999776483E+00  0.333449742202290E+00 -0.369941137314164E-01 
-0.569999999776483E+00  0.305375524418581E+00 -0.588341391781968E-01 
-0.569999999776483E+00  0.283569428737916E+00 -0.817565579700774E-01 
-0.569999999776483E+00  0.326173030959388E+00 -0.321849373575362E-03 
-0.569999999776483E+00  0.296916564135429E+00 -0.259303581908672E-01 
-0.569999999776483E+00  0.274492095058783E+00 -0.522659024008609E-01 
-0.569999999776483E+00  0.254261825539420E+00 -0.777484016532878E-01 
-0.569999999776483E+00  0.220871818093388E+00  0.694844540741780E-01 
-0.569999999776483E+00  0.219104438924511E+00  0.342519401732708E-01 
-0.569999999776483E+00  0.220228076677894E+00 -0.184460917688257E-02 
-0.569999999776483E+00  0.222045647123934E+00 -0.362675446754585E-01 
-0.569999999776483E+00  0.225497278331005E+00 -0.689275446032518E-01 
-0.569999999776483E+00  0.190962893918166E+00  0.555200767367005E-01 
-0.569999999776483E+00  0.183644498839733E+00  0.170091960952630E-01 
-0.569999999776483E+00  0.190908615357345E+00 -0.225674258324707E-01 
-0.569999999776483E+00  0.196432745967440E+00 -0.573121783022849E-01 
-0.569999999776483E+00  0.162507894600195E+00  0.457597653200599E-01 
-0.569999999776483E+00  0.143306246084132E+00  0.215886877407221E-01 
-0.569999999776483E+00  0.419058445191070E+00 -0.477574218160436E+00 
-0.569999999776483E+00  0.438675143069758E+00 -0.457581605366410E+00 
-0.569999999776483E+00  0.457889788416748E+00 -0.437549544036376E+00 
-0.569999999776483E+00  0.473509762338866E+00 -0.415611020379706E+00 
-0.569999999776483E+00  0.156146863032398E+00 -0.123905649258988E-01 
-0.569999999776483E+00  0.166070144402502E+00 -0.469075422949483E-01 
-0.569999999776483E+00  0.134095864251553E+00 -0.393227716780058E-01 
-0.569999999776483E+00 -0.335758375270498E+00  0.108584463399054E+00 
-0.569999999776483E+00 -0.309589138050112E+00  0.980342714292006E-01 
-0.569999999776483E+00 -0.331472527561530E+00  0.803727313720198E-01 
-0.569999999776483E+00 -0.282531381800025E+00  0.855198546998126E-01 
-0.569999999776483E+00 -0.307084918732690E+00  0.683807899331536E-01 
-0.569999999776483E+00 -0.331234908156683E+00  0.527923559647122E-01 
-0.569999999776483E+00 -0.253880161990826E+00  0.711183120283200E-01 
-0.569999999776483E+00 -0.281178458808770E+00  0.540523122636620E-01 
-0.569999999776483E+00 -0.306894237634097E+00  0.400192383824191E-01 
-0.569999999776483E+00 -0.330936333994203E+00  0.251490339342203E-01 
-0.569999999776483E+00 -0.575936619732299E-01  0.905513548392841E-02 
-0.569999999776483E+00 -0.889250960403456E-01  0.897407336690789E-02 
-0.569999999776483E+00 -0.111078351345360E+00  0.278657152903365E-01 
-0.569999999776483E+00 -0.116135868656876E+00 -0.405439755147726E-02 
-0.569999999776483E+00 -0.121064916348878E+00 -0.368342620061395E-01 
-0.569999999776483E+00 -0.141688088003087E+00  0.176934051074013E-01 
-0.569999999776483E+00 -0.147262044165090E+00 -0.151110083956263E-01 
-0.569999999776483E+00 -0.152748696334703E+00 -0.470069963603790E-01 
-0.569999999776483E+00 -0.177944489127584E+00 -0.266667954433745E-01 
-0.569999999776483E+00 -0.181904552302161E+00 -0.596484887102792E-01 
-0.569999999776483E+00 -0.166751729689609E+00  0.377043719637675E-01 
-0.569999999776483E+00 -0.172700361914084E+00  0.563656673700290E-02 
-0.569999999776483E+00 -0.221847282320985E+00  0.540995518109123E-01 
-0.569999999776483E+00 -0.190058603832863E+00  0.540983959988182E-01 
-0.569999999776483E+00 -0.197777624172513E+00  0.262748616349801E-01 
-0.569999999776483E+00 -0.203415584801784E+00 -0.583025861307022E-02 
-0.569999999776483E+00 -0.207945911250517E+00 -0.385691658038282E-01 
-0.569999999776483E+00 -0.211610614999935E+00 -0.719317771909181E-01 
-0.569999999776483E+00 -0.326683437396288E+00 -0.289952022117492E-02 
-0.569999999776483E+00 -0.318815622135566E+00 -0.285114214745390E-01 
-0.569999999776483E+00 -0.294455516886180E+00 -0.438521277826393E-01 
-0.569999999776483E+00  0.388526769614452E+00 -0.475780542193339E+00 
-0.569999999776483E+00  0.409093474476959E+00 -0.455903028749419E+00 
-0.569999999776483E+00  0.428608679481473E+00 -0.435671680795094E+00 
-0.569999999776483E+00  0.446338216218711E+00 -0.415391763687505E+00 
-0.569999999776483E+00  0.460877901634536E+00 -0.396262475597168E+00 
-0.569999999776483E+00 -0.267561852158964E+00 -0.614479299898872E-01 
-0.569999999776483E+00 -0.241683684552922E+00 -0.816069009854761E-01 
-0.569999999776483E+00 -0.328400025881427E+00 -0.579352521649257E-01 
-0.569999999776483E+00 -0.296800688971481E+00 -0.742745604858288E-01 
-0.569999999776483E+00 -0.270288809601656E+00 -0.905243756344802E-01 
-0.569999999776483E+00 -0.294238087403356E+00 -0.100359876764944E+00 
-0.569999999776483E+00 -0.323780163365326E+00 -0.961976901973886E-01 
-0.569999999776483E+00 -0.119595387056497E-01 -0.300214286312563E+00 
-0.569999999776483E+00  0.468991080638118E+00 -0.131652265135012E-02 
-0.569999999776483E+00  0.442802747552363E+00  0.833857381409815E-02 
-0.569999999776483E+00  0.446927963255092E+00 -0.180188867450532E-01 
-0.569999999776483E+00  0.429143034706905E+00  0.357927903864447E-01 
-0.569999999776483E+00  0.419804416330050E+00  0.118716074967444E-01 
-0.569999999776483E+00  0.423923225558790E+00 -0.104857805051959E-01 
-0.569999999776483E+00  0.427544935431363E+00 -0.354108308413132E-01 
-0.569999999776483E+00  0.402529759621253E+00  0.527739868256266E-01 
-0.569999999776483E+00  0.400951373403590E+00  0.250289441195327E-01 
-0.569999999776483E+00  0.400977071265922E+00 -0.147994944168107E-02 
-0.569999999776483E+00  0.404092847023948E+00 -0.269450332982601E-01 
-0.569999999776483E+00  0.407213983887703E+00 -0.526857240353317E-01 
-0.569999999776483E+00  0.373315064657295E+00  0.885061323626633E-01 
-0.569999999776483E+00  0.377007945073439E+00  0.645526005208466E-01 
-0.569999999776483E+00  0.377411914668135E+00  0.370632414519649E-01 
-0.569999999776483E+00  0.377848080741626E+00  0.922978259897377E-02 
-0.569999999776483E+00  0.380699902468886E+00 -0.174031326799373E-01 
-0.569999999776483E+00  0.383482348439531E+00 -0.435835064420607E-01 
-0.569999999776483E+00  0.384961029440233E+00 -0.700028110776011E-01 
-0.569999999776483E+00  0.353577642582472E+00  0.102834294013096E+00 
-0.569999999776483E+00  0.352327294440927E+00  0.761617464006719E-01 
-0.569999999776483E+00  0.352796516464470E+00  0.490574502575324E-01 
-0.569999999776483E+00  0.352824920901178E+00  0.200808407909469E-01 
-0.569999999776483E+00  0.354929470469993E+00 -0.908363945488647E-02 
-0.569999999776483E+00  0.361999404593977E+00 -0.333179618139031E-01 
-0.569999999776483E+00  0.359403796420092E+00 -0.584057953805564E-01 
-0.569999999776483E+00  0.360235426293446E+00 -0.876065593058977E-01 
-0.569999999776483E+00  0.261525014259605E-01  0.429452164440314E+00 
