 0.500000000000000E+00 -0.462592926927149E-17  0.000000000000000E+00 
 0.191871771142991E+00  0.461719853849119E+00  0.000000000000000E+00 
 0.209407669211547E+00  0.454035712334820E+00  0.000000000000000E+00 
 0.224970849894675E+00  0.446528965127311E+00  0.000000000000000E+00 
 0.239211080766639E+00  0.439064982478057E+00  0.000000000000000E+00 
 0.255496895519257E+00  0.429792201395072E+00  0.000000000000000E+00 
 0.272826442306983E+00  0.419005647191198E+00  0.000000000000000E+00 
 0.291159728898957E+00  0.406480026898599E+00  0.000000000000000E+00 
 0.310751397810306E+00  0.391705972329937E+00  0.000000000000000E+00 
 0.331211644525772E+00  0.374564876263823E+00  0.000000000000000E+00 
 0.351631883214848E+00  0.355464511177670E+00  0.000000000000000E+00 
 0.370840704969771E+00  0.335376164235807E+00  0.000000000000000E+00 
 0.389062357162365E+00  0.314054903224363E+00  0.000000000000000E+00 
 0.406506643136720E+00  0.291122567118585E+00  0.000000000000000E+00 
 0.422687902062936E+00  0.267086011332743E+00  0.000000000000000E+00 
 0.436972101475764E+00  0.243013132426737E+00  0.000000000000000E+00 
 0.449018139474553E+00  0.219960701996541E+00  0.000000000000000E+00 
 0.458150434008062E+00  0.200245299116420E+00  0.000000000000000E+00 
 0.466524813275847E+00  0.179873840782744E+00  0.000000000000000E+00 
 0.475276438241571E+00  0.155281380894187E+00  0.000000000000000E+00 
 0.482878326264780E+00  0.129724793404057E+00  0.000000000000000E+00 
 0.488911593635649E+00  0.104716061846549E+00  0.000000000000000E+00 
 0.493354730120694E+00  0.812472169833367E-01  0.000000000000000E+00 
 0.496597872425631E+00  0.582284561218683E-01  0.000000000000000E+00 
 0.498692649381677E+00  0.361336609366363E-01  0.000000000000000E+00 
 0.499758840071567E+00  0.155274521516779E-01  0.000000000000000E+00 
 0.177000007219613E+00  0.467622708435184E+00  0.000000000000000E+00 
 0.177000007219613E+00  0.286787696575832E+00  0.000000000000000E+00 
 0.177000007219613E+00  0.299921113384378E+00  0.000000000000000E+00 
 0.177000007219613E+00  0.314145201344490E+00  0.000000000000000E+00 
 0.177000007219613E+00  0.330892479919985E+00  0.000000000000000E+00 
 0.177000007219613E+00  0.349006097156443E+00  0.000000000000000E+00 
 0.177000007219613E+00  0.366423375848222E+00  0.000000000000000E+00 
 0.177000007219613E+00  0.387039239217644E+00  0.000000000000000E+00 
 0.177000007219613E+00  0.409269967891920E+00  0.000000000000000E+00 
 0.177000007219613E+00  0.430813691407878E+00  0.000000000000000E+00 
 0.177000007219613E+00  0.451012759909361E+00  0.000000000000000E+00 
 0.177000007219613E+00  0.274954545635972E+00  0.000000000000000E+00 
 0.326225408847025E+00  0.224941624475576E-01  0.000000000000000E+00 
 0.324561819955730E+00  0.398576184518174E-01  0.000000000000000E+00 
 0.320544739128164E+00  0.646534990459428E-01  0.000000000000000E+00 
 0.314085865740726E+00  0.909894151180474E-01  0.000000000000000E+00 
 0.306417697759286E+00  0.114180555356527E+00  0.000000000000000E+00 
