 0.500000000000000E+00 -0.462592926927149E-17  0.000000000000000E+00 
 0.535696898012418E-01  0.497122005482154E+00  0.000000000000000E+00 
 0.825003640100842E-01  0.493146722526069E+00  0.000000000000000E+00 
 0.109277151549234E+00  0.487912393928752E+00  0.000000000000000E+00 
 0.133617965587486E+00  0.481815565618486E+00  0.000000000000000E+00 
 0.161319403252975E+00  0.473261080307798E+00  0.000000000000000E+00 
 0.189918905445449E+00  0.462526549891358E+00  0.000000000000000E+00 
 0.218715720843650E+00  0.449625881657009E+00  0.000000000000000E+00 
 0.247562908738634E+00  0.434410642384446E+00  0.000000000000000E+00 
 0.276076965774977E+00  0.416871093946897E+00  0.000000000000000E+00 
 0.303882358138341E+00  0.397058575543056E+00  0.000000000000000E+00 
 0.330074553819894E+00  0.375567289471005E+00  0.000000000000000E+00 
 0.354562000067740E+00  0.352541895535784E+00  0.000000000000000E+00 
 0.378148965294732E+00  0.327113680616577E+00  0.000000000000000E+00 
 0.399700830898924E+00  0.300398478322893E+00  0.000000000000000E+00 
 0.418422302749270E+00  0.273720252378223E+00  0.000000000000000E+00 
 0.434037267164162E+00  0.248216942839657E+00  0.000000000000000E+00 
 0.446157291973375E+00  0.225707046453994E+00  0.000000000000000E+00 
 0.457169416184798E+00  0.202474998222623E+00  0.000000000000000E+00 
 0.468313237629944E+00  0.175164812278492E+00  0.000000000000000E+00 
 0.477978292146073E+00  0.146754053562833E+00  0.000000000000000E+00 
 0.485732983335192E+00  0.118589497428288E+00  0.000000000000000E+00 
 0.491535348935149E+00  0.916133218871694E-01  0.000000000000000E+00 
 0.495746824744738E+00  0.650775364892550E-01  0.000000000000000E+00 
 0.498385606252027E+00  0.401470731286775E-01  0.000000000000000E+00 
 0.499695414933854E+00  0.174497075644341E-01  0.000000000000000E+00 
 0.328000000212341E-01  0.498923000069758E+00  0.000000000000000E+00 
 0.328000000212341E-01  0.200657700877222E+00  0.000000000000000E+00 
 0.328000000212341E-01  0.226181026962426E+00  0.000000000000000E+00 
 0.328000000212341E-01  0.251655129823400E+00  0.000000000000000E+00 
 0.328000000212341E-01  0.282800118398058E+00  0.000000000000000E+00 
 0.328000000212341E-01  0.316481876934285E+00  0.000000000000000E+00 
 0.328000000212341E-01  0.347545990315207E+00  0.000000000000000E+00 
 0.328000000212341E-01  0.381614705470689E+00  0.000000000000000E+00 
 0.328000000212341E-01  0.417648370974753E+00  0.000000000000000E+00 
 0.328000000212341E-01  0.449953116305789E+00  0.000000000000000E+00 
 0.328000000212341E-01  0.478163915323545E+00  0.000000000000000E+00 
 0.328000000212342E-01  0.179833256119024E+00  0.000000000000000E+00 
 0.182367598076296E+00  0.125657940316325E-01  0.000000000000000E+00 
 0.181172393562279E+00  0.243393471292382E-01  0.000000000000000E+00 
 0.178882500255062E+00  0.376416140762029E-01  0.000000000000000E+00 
 0.175586525614216E+00  0.508449803863802E-01  0.000000000000000E+00 
 0.171630992041852E+00  0.629177445439046E-01  0.000000000000000E+00 
 0.167757351669066E+00  0.726175665300354E-01  0.000000000000000E+00 
 0.162905068036749E+00  0.829323749551762E-01  0.000000000000000E+00 
 0.156903211047374E+00  0.937935092145888E-01  0.000000000000000E+00 
 0.150008893397101E+00  0.104466128048954E+00  0.000000000000000E+00 
 0.143024918637439E+00  0.113840733731457E+00  0.000000000000000E+00 
 0.135352535178464E+00  0.122863872755684E+00  0.000000000000000E+00 
 0.126513148170750E+00  0.131947956966711E+00  0.000000000000000E+00 
 0.118145081388504E+00  0.139490428888392E+00  0.000000000000000E+00 
 0.109748945035547E+00  0.146188265846984E+00  0.000000000000000E+00 
 0.100849683543045E+00  0.152463704982631E+00  0.000000000000000E+00 
 0.894123690100746E-01  0.159440485058747E+00  0.000000000000000E+00 
 0.782896938239819E-01  0.165186451771052E+00  0.000000000000000E+00 
 0.690701264768877E-01  0.169248803943279E+00  0.000000000000000E+00 
 0.581329803390270E-01  0.173310116856074E+00  0.000000000000000E+00 
 0.456962642264943E-01  0.176996303474126E+00  0.000000000000000E+00 
 0.182800000021233E+00  0.000000000000000E+00  0.000000000000000E+00 
 0.476791930732389E+00  0.000000000000000E+00  0.000000000000000E+00 
 0.445720655101505E+00  0.000000000000000E+00  0.000000000000000E+00 
 0.419324169264982E+00  0.000000000000000E+00  0.000000000000000E+00 
 0.391897347931649E+00  0.000000000000000E+00  0.000000000000000E+00 
 0.355525326753189E+00  0.000000000000000E+00  0.000000000000000E+00 
 0.319333474818693E+00  0.000000000000000E+00  0.000000000000000E+00 
 0.288317293913126E+00  0.000000000000000E+00  0.000000000000000E+00 
 0.258363596259849E+00  0.000000000000000E+00  0.000000000000000E+00 
 0.226711327762909E+00  0.000000000000000E+00  0.000000000000000E+00 
 0.200273402150828E+00  0.000000000000000E+00  0.000000000000000E+00 
 0.277998519473611E+00  0.748087605093384E-01  0.000000000000000E+00 
 0.950843052889334E-01  0.265645622403532E+00  0.000000000000000E+00 
 0.799617680808824E-01  0.289528158198932E+00  0.000000000000000E+00 
 0.290973618746348E+00  0.484877035078888E-01  0.000000000000000E+00 
 0.269613346996568E+00  0.101069349577813E+00  0.000000000000000E+00 
 0.921862084148474E-01  0.198706950444846E+00  0.000000000000000E+00 
 0.107953966783946E+00  0.215861410786919E+00  0.000000000000000E+00 
 0.839736434688844E-01  0.230098622116619E+00  0.000000000000000E+00 
 0.116508208787735E+00  0.241329315788538E+00  0.000000000000000E+00 
 0.618797024307403E-01  0.264470165070324E+00  0.000000000000000E+00 
 0.124394133069866E+00  0.273429560177538E+00  0.000000000000000E+00 
 0.104731310296118E+00  0.297524871552507E+00  0.000000000000000E+00 
 0.132105435132630E+00  0.306578017869148E+00  0.000000000000000E+00 
 0.149406549514214E+00  0.284013020878852E+00  0.000000000000000E+00 
 0.478832708551654E+00  0.272204608889079E-01  0.000000000000000E+00 
 0.172683183674930E+00  0.335937489079002E+00  0.000000000000000E+00 
 0.197265458508719E+00  0.350579076988441E+00  0.000000000000000E+00 
 0.160938306288838E+00  0.310539197193100E+00  0.000000000000000E+00 
 0.175762079589120E+00  0.282137773643744E+00  0.000000000000000E+00 
 0.188716205125430E+00  0.832865422452314E-01  0.000000000000000E+00 
 0.221690960729680E+00  0.108257903999204E+00  0.000000000000000E+00 
 0.259007255430842E+00  0.488036593359191E-01  0.000000000000000E+00 
 0.237346495228562E+00  0.787523308032246E-01  0.000000000000000E+00 
 0.250164429056410E+00  0.119521391658684E+00  0.000000000000000E+00 
 0.274975319111685E+00  0.240316828192219E-01  0.000000000000000E+00 
 0.309745625457421E+00  0.728727405995947E-01  0.000000000000000E+00 
 0.282761612892695E+00  0.129992344826497E+00  0.000000000000000E+00 
 0.468992709550936E+00  0.521257572678919E-01  0.000000000000000E+00 
 0.453283958964487E+00  0.264146764511998E-01  0.000000000000000E+00 
 0.298882431986752E+00  0.101946041229444E+00  0.000000000000000E+00 
 0.330003563925543E+00  0.973146717155285E-01  0.000000000000000E+00 
 0.324492458261903E+00  0.138597932323639E+00  0.000000000000000E+00 
 0.351316904481346E+00  0.116485377075858E+00  0.000000000000000E+00 
 0.353649821559929E+00  0.172051464480939E+00  0.000000000000000E+00 
 0.365151604536392E+00  0.141860660061634E+00  0.000000000000000E+00 
 0.200451364999515E+00  0.257426104040003E-01  0.000000000000000E+00 
 0.248581555478468E+00  0.228762440119945E-01  0.000000000000000E+00 
 0.226796486418816E+00  0.396759760226935E-01  0.000000000000000E+00 
 0.196324089467516E+00  0.549609656162573E-01  0.000000000000000E+00 
 0.809433459065709E-01  0.181029303645115E+00  0.000000000000000E+00 
 0.627978517753488E-01  0.198287712900269E+00  0.000000000000000E+00 
 0.542179559132312E-01  0.228140520836720E+00  0.000000000000000E+00 
 0.579802481986182E-01  0.467005539311789E+00  0.000000000000000E+00 
 0.589164925183951E-01  0.434381812295800E+00  0.000000000000000E+00 
 0.841430837504896E-01  0.451353601887832E+00  0.000000000000000E+00 
 0.109006924731295E+00  0.464526915503402E+00  0.000000000000000E+00 
 0.603046104172753E-01  0.401748758405056E+00  0.000000000000000E+00 
 0.861867051148316E-01  0.418383314135792E+00  0.000000000000000E+00 
 0.111866184067558E+00  0.434961113744334E+00  0.000000000000000E+00 
 0.137145720360386E+00  0.452833842103144E+00  0.000000000000000E+00 
 0.474806356862135E-01  0.360226774622090E+00  0.000000000000000E+00 
 0.647346735204581E-01  0.371438984008726E+00  0.000000000000000E+00 
 0.883181001710945E-01  0.385671506904901E+00  0.000000000000000E+00 
 0.114697660399066E+00  0.402124951156941E+00  0.000000000000000E+00 
 0.474043840593632E+00  0.770723500655759E-01  0.000000000000000E+00 
 0.140374130970317E+00  0.421688860163147E+00  0.000000000000000E+00 
 0.165332901272005E+00  0.442171036987213E+00  0.000000000000000E+00 
 0.168283743204344E+00  0.412400141151626E+00  0.000000000000000E+00 
 0.193220056391560E+00  0.430325578022126E+00  0.000000000000000E+00 
 0.172970159823300E+00  0.387830682972399E+00  0.000000000000000E+00 
 0.194108822751202E+00  0.400766364278422E+00  0.000000000000000E+00 
 0.220128068409430E+00  0.413933914281830E+00  0.000000000000000E+00 
 0.588265405404969E-01  0.338334569891784E+00  0.000000000000000E+00 
 0.869796979438753E-01  0.351990144024231E+00  0.000000000000000E+00 
 0.115380812661304E+00  0.366525546412349E+00  0.000000000000000E+00 
 0.145446784578721E+00  0.385634466669936E+00  0.000000000000000E+00 
 0.113734142518784E+00  0.166251456791287E+00  0.000000000000000E+00 
 0.116376400862321E+00  0.194241112852424E+00  0.000000000000000E+00 
 0.132784709061662E+00  0.213023729349444E+00  0.000000000000000E+00 
 0.153252825183290E+00  0.246504086539493E+00  0.000000000000000E+00 
 0.191078417365021E+00  0.313876092695970E+00  0.000000000000000E+00 
 0.213303994501184E+00  0.330624538772758E+00  0.000000000000000E+00 
 0.227313478068406E+00  0.353323607244999E+00  0.000000000000000E+00 
 0.246026419022577E+00  0.387680360274630E+00  0.000000000000000E+00 
 0.571350886079881E-01  0.302053107774703E+00  0.000000000000000E+00 
 0.828584646841075E-01  0.318635580302525E+00  0.000000000000000E+00 
 0.111103560688233E+00  0.330752960899399E+00  0.000000000000000E+00 
 0.143364142396625E+00  0.342395245351278E+00  0.000000000000000E+00 
 0.169571021100162E+00  0.362662361662991E+00  0.000000000000000E+00 
 0.190568919161132E+00  0.375976249095498E+00  0.000000000000000E+00 
 0.214509633826985E+00  0.380340379128110E+00  0.000000000000000E+00 
 0.185369945085770E+00  0.254039577023641E+00  0.000000000000000E+00 
 0.206742464719229E+00  0.279339880465497E+00  0.000000000000000E+00 
 0.216374303946422E+00  0.307951867452745E+00  0.000000000000000E+00 
 0.235330763068911E+00  0.324468432941309E+00  0.000000000000000E+00 
 0.254412504374969E+00  0.347392313475277E+00  0.000000000000000E+00 
 0.277025559815633E+00  0.372988456073995E+00  0.000000000000000E+00 
 0.136886337921033E+00  0.180308329064608E+00  0.000000000000000E+00 
 0.159253363696620E+00  0.199902472219976E+00  0.000000000000000E+00 
 0.184565734610725E+00  0.221115314005329E+00  0.000000000000000E+00 
 0.235698266488345E+00  0.294195418336466E+00  0.000000000000000E+00 
 0.465637696603502E+00  0.999543770962916E-01  0.000000000000000E+00 
 0.449463732135723E+00  0.776905669209269E-01  0.000000000000000E+00 
 0.435383886273442E+00  0.527826450425663E-01  0.000000000000000E+00 
 0.418761353286566E+00  0.253606259293659E-01  0.000000000000000E+00 
 0.257851701593169E+00  0.313723630855893E+00  0.000000000000000E+00 
 0.279594071585819E+00  0.335187425029035E+00  0.000000000000000E+00 
 0.303650739930551E+00  0.356050310451983E+00  0.000000000000000E+00 
 0.137362380247980E+00  0.147013277780409E+00  0.000000000000000E+00 
 0.209309578727114E+00  0.242576118952795E+00  0.000000000000000E+00 
