 0.500000000000000E+00 -0.462592926927149E-17  0.000000000000000E+00 
 0.271137697653191E+00  0.420100403369631E+00  0.000000000000000E+00 
 0.290276979030280E+00  0.407110888389213E+00  0.000000000000000E+00 
 0.305116284718658E+00  0.396111162174815E+00  0.000000000000000E+00 
 0.317097496724736E+00  0.386586571896783E+00  0.000000000000000E+00 
 0.331442719766526E+00  0.374360419267005E+00  0.000000000000000E+00 
 0.346124392679751E+00  0.360829467743523E+00  0.000000000000000E+00 
 0.360994740721110E+00  0.345952015706945E+00  0.000000000000000E+00 
 0.376926041220727E+00  0.328522083655986E+00  0.000000000000000E+00 
 0.393684563282723E+00  0.308240919789848E+00  0.000000000000000E+00 
 0.409151263653452E+00  0.287393882069162E+00  0.000000000000000E+00 
 0.422184377118354E+00  0.267881226884580E+00  0.000000000000000E+00 
 0.433874814574139E+00  0.248500795327211E+00  0.000000000000000E+00 
 0.444532120350738E+00  0.228891227390822E+00  0.000000000000000E+00 
 0.454226355596605E+00  0.208993822591546E+00  0.000000000000000E+00 
 0.462733154464882E+00  0.189414961813949E+00  0.000000000000000E+00 
 0.469862250139544E+00  0.170966271216882E+00  0.000000000000000E+00 
 0.475212186523334E+00  0.155477901258383E+00  0.000000000000000E+00 
 0.480110646418976E+00  0.139620081632811E+00  0.000000000000000E+00 
 0.485306847311050E+00  0.120321502454919E+00  0.000000000000000E+00 
 0.489840797527329E+00  0.100279574579224E+00  0.000000000000000E+00 
 0.493399781447401E+00  0.809731786930552E-01  0.000000000000000E+00 
 0.495997976223291E+00  0.631348365199383E-01  0.000000000000000E+00 
 0.497905826938170E+00  0.457141936494174E-01  0.000000000000000E+00 
 0.499171132054437E+00  0.287781327311491E-01  0.000000000000000E+00 
 0.499847708763114E+00  0.123396938481286E-01  0.000000000000000E+00 
 0.256400000629947E+00  0.429254050274384E+00  0.000000000000000E+00 
 0.256400000629947E+00  0.322042840776421E+00  0.000000000000000E+00 
 0.256400000629947E+00  0.329072712681228E+00  0.000000000000000E+00 
 0.256400000629947E+00  0.336521944166833E+00  0.000000000000000E+00 
 0.256400000629947E+00  0.345787236253638E+00  0.000000000000000E+00 
 0.256400000629947E+00  0.354567854876982E+00  0.000000000000000E+00 
 0.256400000629947E+00  0.365082988717505E+00  0.000000000000000E+00 
 0.256400000629947E+00  0.377001756389631E+00  0.000000000000000E+00 
 0.256400000629947E+00  0.390106787701250E+00  0.000000000000000E+00 
 0.256400000629947E+00  0.402683104263781E+00  0.000000000000000E+00 
 0.256400000629947E+00  0.416249121716311E+00  0.000000000000000E+00 
 0.256400000629947E+00  0.315309372187041E+00  0.000000000000000E+00 
 0.405968019052956E+00  0.187330728454298E-01  0.000000000000000E+00 
 0.404982525356056E+00  0.339133405645527E-01  0.000000000000000E+00 
 0.401806640947972E+00  0.609293344960394E-01  0.000000000000000E+00 
 0.396506915938954E+00  0.891247783986097E-01  0.000000000000000E+00 
 0.388524886893185E+00  0.119203073687960E+00  0.000000000000000E+00 
 0.383311871084109E+00  0.135029515284689E+00  0.000000000000000E+00 
 0.376765391260324E+00  0.152344348304994E+00  0.000000000000000E+00 
 0.367962508991120E+00  0.172524063507033E+00  0.000000000000000E+00 
 0.360322650118741E+00  0.187958900623052E+00  0.000000000000000E+00 
 0.352870551783314E+00  0.201601920120217E+00  0.000000000000000E+00 
 0.344645918907939E+00  0.215360514236293E+00  0.000000000000000E+00 
 0.334817527259022E+00  0.230343621470557E+00  0.000000000000000E+00 
 0.326942457391099E+00  0.241390948602234E+00  0.000000000000000E+00 
 0.319658264662523E+00  0.250957275935489E+00  0.000000000000000E+00 
 0.312989893102058E+00  0.259226324527389E+00  0.000000000000000E+00 
 0.304352959443070E+00  0.269314382442272E+00  0.000000000000000E+00 
 0.295490087862303E+00  0.279009979189180E+00  0.000000000000000E+00 
 0.289385160712710E+00  0.285336974945937E+00  0.000000000000000E+00 
 0.280676506185428E+00  0.293907569462853E+00  0.000000000000000E+00 
 0.269031512134355E+00  0.304603030173247E+00  0.000000000000000E+00 
 0.406400000629960E+00  0.231296463463574E-17  0.000000000000000E+00 
 0.491222400153650E+00  0.000000000000000E+00  0.000000000000000E+00 
 0.482134882498374E+00  0.000000000000000E+00  0.000000000000000E+00 
 0.473393177342772E+00  0.000000000000000E+00  0.000000000000000E+00 
 0.465066321331726E+00  0.000000000000000E+00  0.000000000000000E+00 
 0.455843666795658E+00  0.000000000000000E+00  0.000000000000000E+00 
 0.446956976204302E+00  0.000000000000000E+00  0.000000000000000E+00 
 0.438058461625715E+00  0.000000000000000E+00  0.000000000000000E+00 
